epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,train_l_att,val_l_att
1,1.0312775060534478,0.7175598228370654,0.6189993797935677,1.0345938185850778,0.6932076474166631,0.61484149384778,0.18052964478265493,0.16265775555123885
2,0.9393077758699655,0.7548716432423354,0.6732396457917312,1.002647585173448,0.7055271510548967,0.6334903205439332,0.14011281301733106,0.14275639774277807
3,0.8811857259273529,0.7696811712208281,0.6924305421627568,0.9839264328281084,0.7063391115341802,0.63623307760087,0.133752720374614,0.13958694540585082
4,0.816417727842927,0.787406698636542,0.713452725454909,0.9723995640873909,0.7159143182988907,0.6452928099981593,0.11892215563799255,0.1512912955135107
5,0.7726928355172277,0.7971512617713604,0.7246824924743858,0.9869412072002888,0.7101645710531722,0.6381161421695514,0.12520552474888974,0.15040998409191766
6,0.6785864280164242,0.8269311142983498,0.7606495669730794,0.9630125959714254,0.7193320459933386,0.647478921549897,0.1078011002158746,0.14439454168702165
7,0.648726468384266,0.8309879599557154,0.7655675866299554,0.9646951367457708,0.7209492962976,0.649813949915675,0.10755119974259288,0.1291551932692528
8,0.5627082062885165,0.8529046323513984,0.7928334972235979,0.9790329953034719,0.7228729394152368,0.6470485025128577,0.09437226423877292,0.1535320984510084
