epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,train_l_att,val_l_att,train_l_boundary,val_l_boundary
1,1.1412420951130007,0.7376866838866089,0.6546276027973801,1.002151760863573,0.7747568247033679,0.694755413351068,0.13450090395796094,0.11062540805244493,0.9800868666912085,0.9780511348739306
2,0.988907363649116,0.7655186071534595,0.688182069632645,0.9275829878394971,0.7808719909011902,0.7037883428778076,0.11613226856818105,0.10781686115212369,0.9760188713369754,0.9757451502212345
3,0.9079609798805025,0.7789578816419986,0.7036549579199795,0.8887617357133574,0.7914009456542763,0.7146970780027705,0.10782419157631032,0.10244884169490293,0.9731470956331665,0.9732299248636859
4,0.8643002541573256,0.7864621190396133,0.7132462429683754,0.8788659955635083,0.7885735023215332,0.7095135810203252,0.10250454015810546,0.10537042001665961,0.9708079174994355,0.9729264242375177
5,0.8067948853709553,0.7994234042112373,0.7276906368385868,0.9031493688493423,0.7806374583030598,0.7014178528659377,0.09396551712982563,0.11151518934958325,0.9683142098237737,0.9706521259119866
6,0.749530553346879,0.8118212506513662,0.7421043519144164,0.9100223210671863,0.7706092247258113,0.6941235628010037,0.08530865923511448,0.10879696217151577,0.9658829041775441,0.9716197839760593
7,0.7102645318288464,0.8215995207583138,0.754320872314317,0.9115847458882992,0.7839039704041019,0.7069013255253707,0.07963995639923897,0.1032787316889738,0.9638431344089625,0.9696979055827964
8,0.6709073342974621,0.8321321581449951,0.7662606616886424,0.970211757400484,0.7586700599898555,0.683478460851668,0.07448071025137976,0.10940301214045707,0.9618773939425513,0.9687060027458649
9,0.653410443619427,0.8364036576106302,0.77185015046469,0.9370627910015478,0.7809328591368504,0.7026059810175147,0.07201557467759705,0.10448423084984083,0.9603892902966581,0.9682836166872368
10,0.6107358216064288,0.8479029455738518,0.7846768927429224,0.963975007127844,0.7648752052037517,0.6906036304677315,0.06569654705243548,0.10628749972255536,0.9579372830872301,0.9678101536499303
11,0.5785518955497667,0.8545058935892346,0.7933013176081787,0.979765455245816,0.7933449623832532,0.7189263876108047,0.06300960125299264,0.10785364498039002,0.9556548774442417,0.9679554808233176
12,0.550364560324707,0.8621259202102018,0.8017139156991775,0.9695406555156795,0.7811805994232255,0.7048465979776184,0.057814291075522585,0.10326017045984945,0.9531699539364318,0.9654015547768565
13,0.5378619969032822,0.8652781924449955,0.805050515910159,1.0009492104265147,0.7692542458981635,0.6917383347623122,0.05539279744029436,0.1085648012734152,0.9522991643456005,0.9688498138136403
14,0.5162249687117352,0.8708729686237089,0.8129628338285189,0.9892283873365069,0.7763617835055303,0.7009260631513302,0.05386614144806567,0.10771164277874848,0.9496261258286651,0.9669706414480433
15,0.49884754963535854,0.8741425593027597,0.8175931478170726,1.0256600338703037,0.7801601830850019,0.7047916287862389,0.05144576944965662,0.11084842728268521,0.9473904060737398,0.9649453358457232
16,0.49362407050093415,0.8759261718827672,0.8193015580301491,1.003273143274977,0.7728989899235225,0.6939912308347442,0.051429783785299,0.10960974101239801,0.9465067379126613,0.9651737989707031
17,0.46502153583754363,0.8843332027660155,0.829471713024823,1.0066964458041963,0.7874833552872361,0.7106995580635189,0.04818903223797106,0.10263845017459487,0.9438128165684023,0.9643901711033156
18,0.44945378412369646,0.8874779605446457,0.833690023158726,1.064423791247155,0.7852240575468692,0.7100579748891418,0.04552876861601645,0.1103031046156025,0.9419891385724081,0.9648910334465086
19,0.4353425849720802,0.8913452716569572,0.83921112534066,1.0142948928607662,0.7786625486587877,0.7030136770755049,0.04343121490228746,0.10642791424778245,0.9390923304179104,0.9647296089727636
20,0.44341695730176484,0.8897425909572209,0.8370048090255525,1.0330390098745457,0.767577393837596,0.6892364201423454,0.044095443715526296,0.10995648289403293,0.9397833004293826,0.9645797755014803
